date,Carbon monoxide,Lead (TSP) LC,Nitrogen dioxide (NO2),Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Sulfur dioxide,daily_max_aqi,daily_avg_temp
2017/5/7,0.245833,0.0025,8.495833,0.025176,8,4.65,-0.0375,41,147.5
2017/5/8,0.479167,0.0025,16.216667,0.027588,8,11.3,0.041667,55,161.5
2017/5/9,0.354167,0.0025,13.720833,0.035118,8,10.9,0.17619,54,175
2017/5/10,0.279167,0.0025,11.766667,0.030647,8,7.4,0.258824,41,183.5
2017/5/11,0.375,0.0045,9.604167,0.035,26,8.6,0.229167,48,180.5
2017/5/12,0.3375,0.0045,14.795833,0.033882,26,14.1,0.383333,60,194.5
2017/5/13,0.295833,0.0045,9.85,0.034647,26,8.85,0.45,50,189
2017/5/14,0.316667,0.0045,9.533333,0.042941,26,12,0.458333,56,180.5
2017/5/15,0.2375,0.0045,9.541667,0.035059,26,8.2,0.420833,46,166.5
2017/5/16,0.325,0.0045,13.704167,0.033294,26,10,0.5,53,169.5
2017/5/18,0.4125,0.012,17.191667,0.026765,30,10.7,0.216667,54,189
2017/5/19,0.49375,0.012,22.442105,0.033357,30,11.35,0.3375,80,233.5
2017/5/20,0.570833,0.012,24.408333,0.045647,30,10.4,0.333333,119,258
2017/5/21,0.491667,0.012,16.420833,0.042882,30,11.6,0.554167,93,239
2017/5/22,0.45,0.012,15.445833,0.037765,30,12.6,0.275,58,214
2017/5/23,0.4625,0.004,15.5375,0.038118,11,11.4,0.208333,64,214
2017/5/24,0.408333,0.004,15.029167,0.042412,11,15.1,0.266667,62,197
2017/5/25,0.295833,0.004,8.404167,0.038235,11,5.1,0.1125,38,180.5
2017/5/26,0.270833,0.004,8.595833,0.029941,11,4.3,0.1875,37,191.5
2017/5/27,0.366667,0.004,11.675,0.033765,11,5.6,0.35,44,183
2017/5/28,0.391667,0.004,10.466667,0.042941,11,8.5,0,54,203
2017/5/29,0.320833,0.006,7.233333,0.044765,25,12.7,0.129167,58,192
2017/5/30,0.35,0.006,11.9375,0.041941,25,14.4,0.069565,61,194.5
2017/5/31,0.366667,0.006,13.75,0.047765,25,15.55,0.004167,63,186.5
2017/6/2,0.427778,0.006,17.6,0.02875,25,14,0.083333,60,208.5
2017/6/3,0.441667,0.006,12.979167,0.051471,25,19,0.208333,105,219.5
2017/6/4,0.4375,0.007,11.116667,0.044353,27,20.8,0.258333,84,205.5
2017/6/5,0.420833,0.007,14.754167,0.039353,27,16.3,0.383333,64,208
2017/6/6,0.388235,0.007,15.215,0.034083,27,17.8,0.245833,67,203
2017/6/7,0.391667,0.007,15.033333,0.038529,27,12.2,0.195833,57,197
2017/6/8,0.3375,0.007,9.2125,0.029294,27,5.4,0.028571,40,186
2017/6/9,0.379167,0.007,12.9375,0.024529,27,6,0.4,35,203
2017/6/10,0.3,0.007,9.125,0.026765,27,5.5,0.25,31,205.5
2017/6/11,0.279167,0.007,5.941667,0.027706,27,5.6,0.2125,35,191.5
2017/6/12,0.3375,0.007,13.325,0.023176,27,8.5,0.258333,48,194.5
2017/6/13,0.4125,0.007,16.966667,0.028824,27,11.1,0.420833,55,214
2017/6/14,0.5625,0.007,23.016667,0.035529,27,14.8,0.633333,64,230.5
2017/6/15,0.554167,0.007,23.708333,0.032118,27,16.9,0.729167,66,236
2017/6/16,0.520833,0.005,23.516667,0.036176,23,14.8,0.816667,87,244.5
2017/6/17,0.425,0.005,16.429167,0.039,23,13.5,0.754167,100,239
2017/6/18,0.483333,0.005,17.654167,0.030824,23,14.4,0.925,64,233.5
2017/6/19,0.545833,0.005,17.8875,0.029294,23,12.05,0.8375,57,230.5
2017/6/20,0.516667,0.005,16.925,0.029647,23,10.6,0.766667,54,230.5
2017/6/21,0.5,0.005,16.825,0.025706,23,12.9,0.9125,58,228
2017/6/22,0.3875,0.005,16.133333,0.025471,18,12.1,0.852632,57,227.5
2017/6/23,0.3625,0.005,11.704167,0.032882,18,10.6,0.491667,54,214
2017/6/24,0.354167,0.006,9.9875,0.028,18,8.7,0.504167,48,208.5
2017/6/25,0.475,0.006,16.845833,0.028294,18,13.2,0.870833,71,244.5
2017/6/26,0.6875,0.006,24.916667,0.024412,18,13.8,1,60,269
2017/6/27,0.5125,0.006,20.029167,0.031294,18,10.7,1.166667,54,247.5
2017/6/28,0.391667,0.006,15.916667,0.033353,40,12.7,0.95,58,219.5
2017/6/29,0.404167,0.006,12.795833,0.036471,40,26.6,0.729167,84,217
2017/6/30,0.358333,0.008,12.658333,0.037412,40,13.95,0.4375,60,211
2017/7/1,0.366667,0.008,11.820833,0.040941,40,16.4,0.429167,65,205.5
2017/7/2,0.3,0.008,7.2875,0.036176,40,11.7,0.45,58,228
2017/7/3,0.3875,0.008,14.783333,0.039294,40,12.6,0.5875,77,230.5
2017/7/4,0.395833,0.01,15.283333,0.033471,40,54.9,1.266667,149,225
2017/7/5,0.45,0.01,18.316667,0.032529,40,22.3,1.020833,76,239
2017/7/6,0.4625,0.01,21.7625,0.033118,40,12.8,0.916667,74,250
2017/7/7,0.645833,0.01,30.6125,0.040824,17,17.2,1.491667,126,278
2017/7/8,0.629167,0.01,22.825,0.047471,17,18.6,1.395833,143,294.5
2017/7/9,0.341667,0.01,11.291667,0.035412,17,16.1,1.125,77,289
2017/7/10,0.420833,0.006,16.345833,0.028941,17,14,1.129167,60,272
2017/7/11,0.370833,0.006,12.233333,0.027471,17,8.4,0.916667,47,250
2017/7/12,0.375,0.006,11.6375,0.025471,17,8.35,0.758333,47,236
2017/7/13,0.370833,0.006,12.7375,0.025412,17,10,0.654167,53,236
2017/7/14,0.383333,0.006,14.754167,0.024353,17,10,0.683333,53,230.5
2017/7/15,0.458333,0.006,17.183333,0.029882,17,14,1.025,60,253
2017/7/16,0.358333,0.007,11.233333,0.031118,29,16.3,0.916667,64,258.5
2017/7/17,0.383333,0.007,15.004167,0.023588,29,15.6,0.758333,63,253
2017/7/18,0.429167,0.007,14.408333,0.035471,29,13.8,0.7625,60,244
2017/7/19,0.45,0.007,15.704167,0.029235,29,13,0.729167,58,247
2017/7/20,0.383333,0.007,15.470833,0.034412,29,13.4,0.779167,59,258.5
2017/7/21,0.4,0.007,14.65,0.031294,29,14.4,0.595833,61,244
2017/7/22,0.4125,0.006,13.204167,0.039824,21,15.3,0.495833,90,247
2017/7/23,0.375,0.006,10.166667,0.037176,21,13.1,0.608333,71,250
2017/7/24,0.3375,0.006,13.075,0.026471,21,9.5,0.470833,52,247
2017/7/25,0.325,0.006,8.354167,0.027235,21,6.5,0.304167,36,239
2017/7/26,0.316667,0.006,7.4875,0.026353,21,5.6,0.266667,35,239
2017/7/27,0.370833,0.006,10.495833,0.026882,21,7,0.4375,39,238.5
2017/7/28,0.420833,0.004,17.866667,0.021529,19,10.8,0.725,54,239
2017/7/29,0.366667,0.004,11.870833,0.037765,19,12,0.491667,56,247
2017/7/30,0.3,0.004,6.6125,0.036824,19,10.3,0.354167,54,236
2017/7/31,0.354167,0.004,12.270833,0.028118,19,10.7,0.2625,54,233.5
2017/8/1,0.466667,0.004,22.2125,0.035647,19,13.6,0.870833,64,267
2017/8/2,0.575,0.004,24.641667,0.035824,19,14.5,0.920833,61,286
2017/8/3,0.470833,0.0055,15.991667,0.037588,18,11.6,0.55,61,283
2017/8/4,0.366667,0.0055,11.304167,0.029294,18,8.1,0.4625,45,258.5
2017/8/5,0.3,0.0055,8.875,0.033765,18,9.8,0.379167,53,258.5
2017/8/6,0.3,0.0055,6.75,0.036882,18,9.5,0.308333,52,241.5
2017/8/7,0.3875,0.0055,13.929167,0.029529,18,11.7,0.383333,56,238.5
2017/8/8,0.45,0.0055,18.363158,0.03125,18,16.3,0.554167,64,253
2017/8/9,0.504167,0.0095,17.020833,0.035176,29,14.7,0.554167,61,239
2017/8/10,0.5125,0.0095,18.854167,0.034471,29,13.7,0.479167,60,244
2017/8/11,0.466667,0.0095,13.925,0.032412,29,13.3,0.320833,60,236
2017/8/12,0.458333,0.0095,13.1625,0.044824,29,18.2,0.266667,87,238.5
2017/8/13,0.4,0.0095,7.466667,0.046412,29,15.9,0.116667,100,236
2017/8/14,0.341667,0.0095,9.779167,0.035882,29,12.9,0.129167,58,230.5
2017/8/15,0.3,0.011,10.808333,0.024118,28,7.2,0.2,40,222
2017/8/16,0.3125,0.011,9.7375,0.027353,28,9.6,0.125,52,230.5
2017/8/17,0.4125,0.011,14.820833,0.030412,28,11.600000000000001,0.345833,56,227.5
2017/8/18,0.366667,0.011,12.583333,0.032294,28,10.4,0.241667,53,227.5
2017/8/19,0.320833,0.011,7.35,0.033706,28,11.4,0.058333,55,238.5
2017/8/20,0.3,0.011,6.441667,0.036353,28,10.6,0.0375,54,239
2017/8/21,0.333333,0.0055,9.045833,0.030118,26,8.7,0.016667,48,236
2017/8/22,0.425,0.0055,13.308333,0.029059,26,10.1,0.083333,53,233.5
2017/8/23,0.292857,0.0055,9.882353,0.031909,26,14.5,-0.008333,61,227.5
2017/8/24,0.264706,0.0055,10.47,0.035077,26,16.6,-0.054167,65,230.5
2017/8/25,0.341667,0.0055,14.816667,0.040588,26,20.4,-0.004167,72,236
2017/8/26,0.391667,0.0055,13.241667,0.045588,26,16.3,-0.0375,84,253
2017/8/27,0.345833,0.0115,13.420833,0.027412,46,10.4,0.016667,53,238.5
2017/8/28,0.508333,0.0115,26.716667,0.028647,46,16.1,0.258333,71,252.5
2017/8/29,0.620833,0.0115,30.258333,0.042941,46,21.65,0.683333,150,283.5
2017/8/30,0.5875,0.0115,31.130435,0.043529,46,18.9,0.708333,126,275
2017/8/31,0.5625,0.0115,31.725,0.040529,46,16.9,0.5875,133,311
2017/9/1,0.466667,0.0115,28.9375,0.040706,46,16.6,0.579167,129,316.5
2017/9/2,0.673333,0.004,34.588889,0.015111,18,17.5,0.820833,67,317
2017/9/3,0.333333,0.004,10.729167,0.030176,18,12,0.308333,56,308
2017/9/4,0.2125,0.004,7.7625,0.028941,18,11.5,0.066667,56,261
2017/9/5,0.325,0.004,11.195833,0.022412,18,11.6,-0.0125,56,250
2017/9/6,0.4625,0.004,21.3125,0.021765,18,14.4,0.129167,61,247
2017/9/7,0.504167,0.004,20.183333,0.027059,18,16,0.008333,64,247
2017/9/8,0.366667,0.0065,15.566667,0.032471,25,15.8,0.025,63,244
2017/9/9,0.304167,0.0065,11.183333,0.036,25,13.2,-0.120833,64,238.5
2017/9/10,0.483333,0.0065,18.279167,0.035176,25,12.8,-0.008333,93,261
2017/9/11,0.466667,0.0065,22.525,0.037,25,13.2,0.075,61,278
2017/9/12,0.3,0.0065,9.6375,0.034235,25,9.6,-0.183333,52,227.5
2017/9/13,0.225,0.0065,10.1875,0.029706,25,8,-0.1625,44,222.5
2017/9/14,0.275,0.006,12.520833,0.026706,21,6.7,-0.1875,37,217
2017/9/15,0.270833,0.006,16.579167,0.022765,21,7.6,-0.0375,42,222.5
2017/9/16,0.3875,0.006,13.466667,0.037941,21,9.7,-0.166667,52,225
2017/9/17,0.2625,0.006,7.1875,0.035412,21,10.5,-0.295833,54,216.5
2017/9/18,0.391667,0.006,12.166667,0.043176,21,12,-0.291667,56,211
2017/9/19,0.291667,0.006,13.066667,0.029118,21,9.7,-0.283333,52,216.5
2017/9/20,0.420833,0.0065,15.4625,0.036941,24,9,-0.258333,50,219.5
2017/9/21,0.244444,0.0065,12.461905,0.017636,24,7.6,-0.325,42,203
2017/9/22,0.325,0.0065,15.366667,0.024059,24,7.5,-0.325,42,205.5
2017/9/23,0.4,0.0065,16.133333,0.029882,24,8.7,-0.2125,49,202.5
2017/9/24,0.454167,0.0065,16.725,0.042765,24,8.2,-0.291667,84,225
2017/9/25,0.483333,0.0065,25.7375,0.027176,24,6.4,-0.241667,50,236
2017/9/26,0.633333,0.020999999999999998,30.783333,0.027824,37,12.6,-0.058333,58,236.5
2017/9/27,0.704167,0.020999999999999998,29.975,0.025059,37,14.5,-0.145833,61,233.5
2017/9/28,0.716667,0.020999999999999998,35.879167,0.034118,37,15.149999999999999,-0.083333,87,241.5
2017/9/29,0.641667,0.020999999999999998,31.595833,0.033118,37,13.8,0.004167,64,247.5
2017/9/30,0.525,0.020999999999999998,18.729167,0.045529,37,21.7,-0.233333,74,228
2017/10/1,0.245833,0.020999999999999998,6.5875,0.038176,37,12.7,-0.395833,58,222.5
2017/10/2,0.333333,0.010499999999999999,13.195833,0.033882,34,12.4,-0.383333,57,219.5
2017/10/3,0.391667,0.010499999999999999,17.733333,0.023529,34,12.5,-0.358333,57,217
2017/10/4,0.516667,0.010499999999999999,24.253333,0.013818,34,11.7,-0.304167,56,205.5
2017/10/5,0.6875,0.010499999999999999,31.516667,0.032412,34,13.8,-0.091667,71,222
2017/10/6,0.858333,0.010499999999999999,44.608333,0.035176,34,15.1,-0.083333,115,244.5
2017/10/7,0.804167,0.010499999999999999,33.666667,0.038,34,11.2,-0.133333,105,264
2017/10/8,0.525,0.013,14.245833,0.044529,35,14.5,-0.358333,71,225
2017/10/9,0.395833,0.013,22.2875,0.021706,35,15.2,-0.291667,62,244.5
2017/10/10,0.645833,0.013,27.075,0.026235,35,10.75,-0.220833,55,233.5
2017/10/11,0.558333,0.013,21.391667,0.027941,35,15.3,-0.279167,63,205.5
2017/10/12,0.404167,0.013,17.241667,0.026529,35,18.5,-0.466667,69,214
2017/10/13,0.65,0.013,21.825,0.027,35,23.2,-0.2875,77,203
2017/10/14,0.691667,0.012,25.908333,0.041235,32,25.7,-0.283333,126,228
2017/10/15,0.691667,0.012,27.008333,0.036941,32,13.3,-0.3125,100,261.5
2017/10/16,0.691667,0.012,36.754167,0.025941,32,10.55,-0.225,58,272.5
2017/10/17,0.729167,0.012,40.3125,0.023706,32,12.9,-0.016667,61,266.5
2017/10/18,0.641667,0.012,30.441667,0.034882,32,18.8,-0.091667,77,247
2017/10/19,0.504167,0.012,25.545833,0.031824,32,21.7,-0.208333,74,217
2017/10/20,0.2875,0.008,14.558333,0.022882,21,8.8,-0.395833,49,208.5
2017/10/21,0.470833,0.008,22.966667,0.021824,21,9.9,-0.420833,52,206
2017/10/22,0.6375,0.008,24.5,0.025294,21,7.2,-0.329167,50,253
2017/10/23,0.754167,0.008,34.075,0.020294,21,8.4,-0.2125,56,291.5
2017/10/24,0.866667,0.008,33.516667,0.021176,21,7.7,-0.019048,53,300
2017/10/25,0.645833,0.008,32.725,0.019412,21,8,-0.1875,52,292
2017/10/26,0.845833,0.009,39.416667,0.022882,39,11.8,0.473684,56,264
2017/10/27,0.8625,0.009,36.745833,0.029235,39,15.4,0.8,74,236
2017/10/28,0.683333,0.009,22.6375,0.032529,39,26.6,0.7125,84,217
2017/10/29,0.420833,0.009,11.683333,0.047412,39,36.3,0.545833,103,197.5
2017/10/30,0.266667,0.009,11.933333,0.036353,39,9.2,0.504167,51,192
2017/10/31,0.266667,0.009,12.579167,0.030412,39,6.2,0.429167,34,189
2017/11/1,0.258333,0.0055,13.791667,0.033118,15,5.3,0.455,34,197
2017/11/2,0.220833,0.0055,10.6625,0.030118,15,3.5,0.419048,34,175
2017/11/3,0.2875,0.0055,15.279167,0.026647,15,6.550000000000001,0.454167,37,183.5
2017/11/4,0.3625,0.0055,13.8875,0.022529,15,7,0.458333,39,180.5
2017/11/5,0.333333,0.0055,12.75,0.021412,15,5.1,0.433333,31,180.5
2017/11/6,0.420833,0.0055,18.020833,0.022529,15,6.3,0.570833,35,186
2017/11/7,0.529167,0.005,25.920833,0.015353,12,7.3,0.6625,41,197
2017/11/8,0.575,0.005,20.145833,0.014471,12,6.3,0.541667,35,191.5
2017/11/9,0.404167,0.005,14.129167,0.012471,12,4.25,0.395238,24,189
2017/11/10,0.433333,0.005,16.204167,0.017765,12,6.7,0.3875,37,180.5
2017/11/11,0.583333,0.005,19.075,0.022471,12,12.5,0.491667,57,175
2017/11/12,0.758333,0.005,25.733333,0.017824,12,25.6,0.5625,82,167
2017/11/13,0.833333,0.0135,32.445833,0.016412,45,20,0.558333,71,172.5
2017/11/14,0.958333,0.0135,37.370833,0.017,45,15.7,0.708333,63,186.5
2017/11/15,0.975,0.0135,44.875,0.014059,45,19.6,0.845833,71,197
2017/11/16,0.8875,0.0135,38.504167,0.014294,45,14.6,0.679167,61,203
2017/11/17,0.479167,0.0135,20.3375,0.012647,45,6.1,0.470833,34,194.5
2017/11/18,0.495833,0.0135,20.3125,0.020706,45,6.4,0.4,36,192
2017/11/19,0.475,0.0095,22.3375,0.019941,25,6.8,0.391667,41,189
2017/11/20,0.804167,0.0095,41.683333,0.012412,25,11.8,0.741667,56,164
2017/11/21,0.995833,0.0095,42.808333,0.011176,25,11.55,0.795833,58,227.5
2017/11/22,0.6625,0.0095,31.508333,0.013471,25,6.4,0.629167,44,253
2017/11/23,0.6375,0.0095,24.404167,0.017412,25,7.5,0.591667,42,255.5
2017/11/24,0.904167,0.0095,35.658333,0.014765,25,14.8,1.056522,62,219.5
2017/11/25,0.95,0.007,34.925,0.020765,29,19.8,0.9375,71,213.5
2017/11/26,0.645833,0.007,21.154167,0.029529,29,36.8,0.395833,104,180.5
2017/11/27,0.379167,0.007,21.420833,0.014824,29,15.05,0.35,63,161
2017/11/28,0.675,0.007,36.208333,0.009824,29,9.3,0.485714,51,169
2017/11/29,0.783333,0.007,35.395238,0.008643,29,12.1,0.5125,57,175
2017/11/30,0.9625,0.007,38.083333,0.011,29,14.2,0.633333,61,175
2017/12/1,0.995833,0.008,35.933333,0.014529,33,14.1,0.620833,60,172
2017/12/2,0.9375,0.008,30.645833,0.013824,33,14.9,0.541667,62,175
2017/12/3,0.854167,0.008,23.958333,0.018353,33,19.75,0.504167,71,158.5
2017/12/4,0.620833,0.008,26.325,0.018294,33,11.2,0.354167,55,164
2017/12/5,0.720833,0.008,37.495833,0.011412,33,8.2,0.591667,60,144.5
2017/12/6,1.0125,0.008,48.658333,0.011176,33,20.9,1.170833,79,153
2017/12/7,0.920833,0.012,38.320833,0.010412,34,10.2,0.904167,53,167
2017/12/8,0.983333,0.012,39.104167,0.008941,34,11.2,1.020833,55,172.5
2017/12/9,1.05,0.012,35.025,0.010294,34,10.899999999999999,0.85,55,191.5
2017/12/10,0.95,0.012,32.720833,0.009294,34,9.1,0.7125,51,189
2017/12/11,0.916667,0.012,38.333333,0.007176,34,9.8,0.833333,52,192
2017/12/12,0.941667,0.012,38.041667,0.009882,34,10,1.055,53,200
2017/12/13,1.029167,0.036000000000000004,40.75,0.008706,47,11.9,1.045833,56,183
2017/12/14,1.3125,0.036000000000000004,47.1125,0.007941,47,23.3,1.216667,77,166.5
2017/12/15,1.016667,0.036000000000000004,38.354167,0.012882,47,13.5,0.733333,61,186
2017/12/16,0.820833,0.036000000000000004,29.270833,0.017118,47,21.9,0.541667,75,152.5
2017/12/17,0.5625,0.036000000000000004,21.795833,0.017059,47,9.9,0.308333,52,155.5
2017/12/18,0.591667,0.036000000000000004,31.091667,0.013471,47,7.9,0.404167,44,161
2017/12/19,0.9125,0.010499999999999999,35.645833,0.011412,27,17.2,0.7,66,144.5
2017/12/20,0.8,0.010499999999999999,21.441667,0.028588,27,13.3,0.382609,59,119.5
2017/12/21,0.508333,0.010499999999999999,28.795833,0.011824,27,7.65,0.416667,45,119.5
2017/12/22,0.779167,0.010499999999999999,37.429167,0.009824,27,10.1,0.454167,53,113.5
2017/12/23,0.825,0.010499999999999999,34.691667,0.009412,27,12.7,0.404167,58,136
2017/12/24,1.041667,0.010499999999999999,30.7375,0.012529,27,20.9,0.495833,73,152.5
2017/12/25,1.229167,0.016,37.008333,0.011529,64,46.9,0.633333,129,139
2017/12/27,1.379167,0.016,49.5625,0.010824,64,37.25,0.544444,106,161
2017/12/28,1.216667,0.016,43.645833,0.009294,64,17.3,0.6125,66,172
2017/12/29,0.920833,0.016,39.695833,0.010353,64,11.6,0.520833,56,197
2017/12/30,1.183333,0.016,37.858333,0.010647,64,30.9,0.4625,92,158.5
2017/12/31,1.1125,0.014,28.15,0.023583,66,49.2,0.320833,135,150
2018/1/1,0.994737,0.014,27.891667,0.019294,66,61.4,0.304167,155,150
2018/1/2,1.166667,0.014,42.504167,0.01,66,42.349999999999994,0.479167,118,183.5
2018/1/3,1.025,0.014,44.3375,0.001765,66,14.8,0.55,62,175
2018/1/4,1.191667,0.014,42.816667,0.011353,66,23.6,0.7875,78,178
2018/1/5,0.775,0.014,28.083333,0.008647,66,16.3,0.304167,64,175
2018/1/6,0.625,0.006,20.029167,0.007235,22,14.8,0.241667,62,166.5
2018/1/7,0.579167,0.006,19.020833,0.011588,22,26.3,0.0875,83,188.5
2018/1/8,0.716667,0.006,23.975,0.010235,22,14.8,0.133333,62,180.5
2018/1/9,0.3125,0.006,17.4,0.013353,22,4.4,0.019048,33,142
2018/1/10,0.742857,0.006,28.041176,0.001222,22,12.5,0.170833,57,139
2018/1/11,0.861111,0.006,26.309524,0.004538,22,22.1,0.279167,75,152.5
2018/1/12,1.175,0.006,39.020833,0.004118,18,28.2,0.6,87,161
2018/1/13,0.85,0.006,28.7,0.013882,18,9,0.308333,50,203
2018/1/14,0.691667,0.006,26.016667,0.017941,18,7.6,0.275,44,208
2018/1/16,0.95,0.006,39.854167,0.008471,18,27.4,0.520833,85,166.5
2018/1/17,0.95,0.006,37.208333,0.011353,18,21.2,0.454167,74,183.5
2018/1/18,0.870833,0.005,38.5625,0.010941,9,18.7,0.545833,69,183
2018/1/19,0.4125,0.005,17.3,0.022059,9,16.7,0.1,65,150
2018/1/20,0.229167,0.005,5.279167,0.031941,9,2.5,0.016667,36,136.5
2018/1/21,0.35,0.005,19.5375,0.018235,9,6.3,0.129167,37,117
2018/1/22,0.6625,0.005,29.795833,0.012412,9,9,0.4,50,136.5
2018/1/23,0.754167,0.005,32.283333,0.012941,9,7.7,0.395833,44,158.5
2018/1/24,0.604167,0.008,32.166667,0.012471,23,7.3,0.329167,42,175
2018/1/25,0.654167,0.008,28.291667,0.013235,23,9.1,0.283333,51,133
2018/1/26,0.6125,0.008,26.766667,0.015529,23,8.3,0.245833,47,139
2018/1/27,0.591667,0.008,28.891667,0.015235,23,7.5,0.295833,42,163.5
2018/1/28,0.7875,0.008,29.0375,0.014882,23,8.5,0.433333,47,188.5
2018/1/29,0.766667,0.008,30.183333,0.011588,23,7.6,0.425,42,208.5
2018/1/30,0.629167,0.0195,32.8125,0.009,55,6.8,0.5,41,208.5
2018/1/31,0.8625,0.0195,39.7875,0.007882,55,14.2,0.7375,61,191.5
2018/2/1,1.079167,0.0195,51.3,0.007118,55,24.6,0.7375,80,186
2018/2/2,1.020833,0.0195,45.870833,0.016882,55,24,0.783333,79,205.5
2018/2/3,0.983333,0.0195,38.9375,0.023824,55,23.9,0.620833,79,192
2018/2/4,0.916667,0.0195,34.4125,0.027647,55,25.2,0.5375,81,189
2018/2/5,0.870833,0.008,36.054167,0.016118,30,25.8,0.495833,82,183.5
2018/2/6,0.554167,0.008,28.325,0.015294,30,34.1,0.166667,98,175
2018/2/7,0.75,0.008,34.375,0.016471,30,11.95,0.325,56,192
2018/2/8,0.766667,0.008,35.220833,0.017941,30,8.6,0.408333,48,197
2018/2/9,0.820833,0.008,32.2875,0.027059,30,15.3,0.433333,63,175
2018/2/10,0.283333,0.008,11.425,0.024882,30,14.9,0.045833,62,155.5
2018/2/11,0.479167,0.005,17.2625,0.031588,14,13.7,0.166667,60,161
2018/2/12,0.270833,0.005,14.033333,0.029353,14,7.3,0.108333,41,144.5
2018/2/13,0.270833,0.005,19.1875,0.019235,14,5.55,0.075,40,147.5
2018/2/14,0.508333,0.005,26.8625,0.019471,14,7.1,0.175,39,164
2018/2/15,0.55,0.005,25.533333,0.019294,14,9.7,0.279167,52,161.5
2018/2/16,0.575,0.005,28.2375,0.021765,14,7.2,0.258333,42,163.5
2018/2/17,0.629167,0.008,27.0625,0.022941,21,9,0.304167,50,169
2018/2/18,0.55,0.008,17.1,0.036471,21,9.5,0.2625,52,147.5
2018/2/19,0.2,0.008,4.216667,0.037353,21,3.3499999999999996,0.0125,38,119.5
2018/2/20,0.320833,0.008,16.641667,0.025529,21,3.9,0.066667,35,100
2018/2/21,0.408333,0.008,22.408333,0.022706,21,6,0.154167,37,125
2018/2/22,0.425,0.008,19.558333,0.032176,21,5.8,0.120833,38,119.5
2018/2/23,0.241667,0.005,7.091667,0.033882,17,3.1,0.016667,40,108.5
2018/2/24,0.329167,0.005,18.654167,0.028176,17,5.8,0.0875,40,105.5
2018/2/25,0.425,0.005,15.808333,0.032588,17,5.75,0.116667,43,133.5
2018/2/26,0.425,0.005,18.2625,0.037294,17,5.9,0.220833,41,133
2018/2/27,0.325,0.005,15.7125,0.021647,17,4.8,0.045833,33,97
2018/2/28,0.433333,0.005,21.666667,0.03,17,8.8,0.129167,49,108.5
2018/3/7,0.816667,0.008,38.327273,0.008923,27,10.8,0.370833,54,164
2018/3/8,0.758333,0.008,33.516667,0.019588,27,12.7,0.508333,58,164
2018/3/9,0.504167,0.008,23.270833,0.017529,27,12.7,0.279167,58,175
2018/3/10,0.2875,0.008,10.920833,0.020294,27,10.8,0.0125,54,153
2018/3/11,0.2125,0.008,10.05,0.016294,27,3.5,0.016667,26,172.5
2018/3/13,0.3125,0.0015,13.704167,0.019118,11,11.7,0.029167,56,177.5
2018/3/14,0.233333,0.0015,5.970833,0.035706,11,2.7,0.0125,38,152.5
2018/3/15,0.241667,0.0015,10.079167,0.030529,11,3.0999999999999996,0.0125,40,150
2018/3/16,0.2625,0.0015,12.2,0.030176,11,4.1,0.041667,33,141.5
2018/3/17,0.25,0.0015,6.525,0.030824,11,2.6,0.020833,39,133.5
2018/3/18,0.320833,0.0015,12.3375,0.027294,11,4.1,0.058333,40,128
2018/3/19,0.479167,0.004,19.683333,0.027353,18,5.4,0.129167,41,163.5
2018/3/20,0.554167,0.004,26.408333,0.027588,18,7.8,0.245833,43,177.5
2018/3/21,0.425,0.004,24.866667,0.01,18,9.45,0.0875,54,155.5
2018/3/22,0.470833,0.004,17.233333,0.018235,18,6.8,0.05,38,161
2018/3/23,0.266667,0.004,13.154167,0.025059,18,4.3,0.05,35,167
2018/3/24,0.279167,0.004,8.816667,0.035353,18,6.1,0.045833,42,152.5
2018/3/25,0.25,0.004,7.891667,0.033176,25,4.3,0.020833,44,142
2018/3/26,0.35,0.0095,13.008333,0.038294,25,4.1,0.1,43,155.5
2018/3/27,0.375,0.0095,24.6,0.021059,25,6.300000000000001,0.27,41,175
2018/3/28,0.520833,0.0095,24.604167,0.026235,25,8.5,0.318182,47,177.5
2018/3/29,0.654167,0.0095,26.991667,0.025294,25,15.3,0.375,63,169.5
2018/3/30,0.583333,0.0095,25.758333,0.026941,25,16.4,0.204167,65,177.5
2018/3/31,0.558333,0.0095,16.9875,0.038941,22,21.8,0.129167,75,161
2018/4/1,0.316667,0.004,12.375,0.036941,22,22.5,0.179167,76,169.5
2018/4/2,0.254167,0.004,9.6875,0.039941,22,10.399999999999999,0.05,54,169.5
2018/4/3,0.3,0.004,11.325,0.035471,22,10.4,0.070833,53,169.5
2018/4/4,0.3625,0.004,16.129167,0.035588,22,22.4,0.066667,76,155.5
2018/4/5,0.358333,0.004,19.8625,0.028294,22,28.7,0.179167,88,169.5
2018/4/6,0.345833,0.0035,18.054167,0.023294,24,9.5,0.320833,52,169.5
2018/4/7,0.2625,0.0035,13.0625,0.022471,24,8,0.154167,44,186
2018/4/8,0.304167,0.0035,12.6625,0.026294,24,10.7,0.1,55,183.5
2018/4/9,0.566667,0.0035,26.9125,0.037471,24,12.5,0.291667,67,241.5
2018/4/10,0.508333,0.0035,29.75,0.039471,24,14.5,0.591667,90,236
2018/4/11,0.4,0.0035,21.004167,0.037353,24,12.7,0.504545,58,205.5
