date,Carbon monoxide,Lead (TSP) LC,Nitrogen dioxide (NO2),Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Sulfur dioxide,daily_max_aqi,daily_avg_temp
2019/6/23,0.2,0.006,4.85,0.033882,19,8.8,0.058333,49,208.5
2019/6/24,0.254167,0.0055,10.875,0.032412,17,11.7,0.079167,56,197
2019/6/25,0.241667,0.0055,11.8,0.028353,17,9.3,0.104167,51,197.5
2019/6/26,0.241667,0.0055,9.683333,0.033176,17,7.15,0.0875,40,197.5
2019/6/27,0.2625,0.0055,11.4,0.032882,17,9.4,0.133333,52,208.5
2019/6/28,0.283333,0.0055,12.9875,0.029706,17,10.2,0.141667,53,222
2019/6/29,0.3875,0.0055,15.629167,0.030588,17,10.7,0.354167,54,225
2019/6/30,0.375,0.007,13.975,0.031471,17,12.2,0.429167,57,236
2019/7/1,0.354167,0.007,17.104167,0.029471,17,13,0.533333,58,233.5
2019/7/2,0.266667,0.007,14.654167,0.034353,17,14.6,0.370833,62,230.5
2019/7/3,0.245833,0.007,10.329167,0.033882,21,14.3,0.2125,61,225
2019/7/4,0.2,0.007,5.8625,0.031941,21,23.5,0.225,78,208.5
2019/7/5,0.258333,0.007,10.475,0.033529,21,28.3,0.229167,87,211.5
2019/7/6,0.2375,0.006,8.770833,0.037765,21,15.6,0.170833,63,217
2019/7/7,0.2,0.006,5.895833,0.037824,21,11.4,0.133333,55,211
2019/7/8,0.2,0.006,8.6125,0.034706,21,10.3,0.170833,53,211
2019/7/9,0.25,0.006,9.3375,0.033471,21,11.6,0.204167,56,219.5
2019/7/10,0.291667,0.006,11.866667,0.028588,21,12.3,0.295833,57,216.5
2019/7/11,0.4125,0.006,19.570833,0.026765,21,14.1,0.645833,60,233
2019/7/12,0.3875,0.0065,19.258333,0.027353,21,14.1,0.591667,60,239
2019/7/13,0.395833,0.0065,16.345833,0.037588,21,17.4,0.5875,67,238.5
2019/7/14,0.266667,0.0065,8.991667,0.033,21,16,0.183333,64,230.5
2019/7/15,0.4375,0.0065,19.5875,0.026118,21,16.6,0.35,65,230.5
2019/7/16,0.520833,0.0065,23.916667,0.031471,21,17.3,0.8375,66,238.5
2019/7/17,0.279167,0.0065,12.204167,0.027882,21,12.3,0.4,57,236
2019/7/18,0.258333,0.005,10.279167,0.027529,21,11.4,0.258333,55,230.5
2019/7/19,0.2375,0.005,9.65,0.026824,21,7.5,0.295833,42,228
2019/7/20,0.225,0.005,7.420833,0.028765,21,8.85,0.2125,50,225
2019/7/21,0.221429,0.005,6.458824,0.021167,21,7.6,0.258333,42,225
2019/7/22,0.358333,0.005,14.3875,0.031471,21,11.7,0.545833,56,236
2019/7/23,0.395833,0.005,17.491667,0.030059,21,10.4,0.5125,53,269.5
2019/7/24,0.425,0.0085,18.666667,0.029059,21,11.3,0.604167,55,283.5
2019/7/25,0.445833,0.0085,23.283333,0.029,21,14.8,0.779167,62,280.5
2019/7/26,0.3875,0.0085,20.383333,0.027353,21,15.45,0.783333,64,267
2019/7/27,0.445833,0.0085,17.704167,0.032529,21,13,0.816667,58,264
2019/7/28,0.325,0.0085,12.329167,0.027118,21,13.3,0.520833,59,247
2019/7/29,0.320833,0.0085,15.55,0.029706,21,15.1,0.3375,62,236
2019/7/30,0.3,0.0115,11.875,0.033529,22,14.1,0.304167,60,241.5
2019/7/31,0.3,0.0115,8.911111,0.026154,22,14.2,0.245833,61,238.5
2019/8/1,0.370833,0.0115,16.375,0.025882,22,11.649999999999999,0.4375,56,236
2019/8/2,0.441667,0.0115,19.608333,0.027294,22,11.2,0.5125,55,239
2019/8/3,0.445833,0.0115,18.695833,0.030235,22,12.8,0.566667,58,247.5
2019/8/4,0.366667,0.0115,13.095833,0.032471,22,10.5,0.45,54,244.5
2019/8/5,0.408333,0.020499999999999997,13.475,0.028941,22,10.4,0.3375,53,236
2019/8/6,0.3375,0.020499999999999997,15.758333,0.031235,22,12.7,0.4,58,252.5
2019/8/7,0.333333,0.020499999999999997,13.541667,0.031412,22,13.1,0.341667,58,233
2019/8/8,0.35,0.020499999999999997,15.0875,0.027353,22,13.4,0.2625,59,222.5
2019/8/9,0.4125,0.020499999999999997,19.420833,0.031412,22,12.8,0.404167,58,230.5
2019/8/10,0.370833,0.020499999999999997,15.033333,0.024471,22,9.3,0.604167,51,230.5
2019/8/11,0.2625,0.0175,9.020833,0.024471,22,7.4,0.295833,41,236
2019/8/12,0.3,0.0175,13.266667,0.029588,22,10.4,0.3,53,233.5
2019/8/13,0.3,0.0175,13.482353,0.022917,22,14,0.291667,60,233
2019/8/14,0.404167,0.0175,14.65,0.037412,22,12,0.245833,56,227.5
2019/8/15,0.366667,0.0175,15.875,0.030471,22,11.4,0.283333,55,222.5
2019/8/16,0.2875,0.0175,14.683333,0.028706,22,12.2,0.3625,57,222
2019/8/17,0.2,0.01,7.895833,0.030176,22,7.1,0.270833,40,233
2019/8/18,0.2,0.01,6.433333,0.029471,22,6.7,0.233333,38,225
2019/8/19,0.2375,0.01,14.1875,0.025412,22,10.5,0.258333,54,230.5
2019/8/20,0.375,0.01,21.254167,0.025471,22,10.2,0.641667,53,241.5
2019/8/21,0.395833,0.01,24.958333,0.031471,22,11.7,0.795833,56,247
2019/8/22,0.25,0.01,18.595455,0.026588,22,12.9,0.570833,58,241.5
2019/8/23,0.24375,0.0055,12.494737,0.0225,21,11.5,0.395833,55,236
2019/8/24,0.395833,0.0055,14.291667,0.033765,21,10.7,0.4125,54,252.5
2019/8/25,0.354167,0.0055,14.095833,0.028059,21,9.600000000000001,0.470833,52,258.5
2019/8/26,0.5,0.0055,20.945833,0.027294,21,10.8,0.683333,54,269.5
2019/8/27,0.423529,0.0055,16.675,0.027786,21,10.3,0.641667,53,264
2019/8/28,0.3,0.0055,12.833333,0.028133,21,11.9,0.4625,56,255.5
2019/8/30,0.454167,0.008,21.995833,0.027529,32,12.2,0.833333,57,269.5
2019/8/31,0.479167,0.008,18.058333,0.032176,32,12.95,0.775,61,261.5
2019/9/1,0.441667,0.008,16.720833,0.030235,32,13.7,0.5875,60,247
2019/9/2,0.375,0.008,13.9875,0.029176,32,11.6,0.425,56,289
2019/9/3,0.429167,0.008,18.218182,0.023412,32,10.7,0.472727,54,277.5
2019/9/4,0.504167,0.007,20.8125,0.026765,30,10.4,0.55,53,286
2019/9/5,0.491667,0.007,20.2,0.025294,30,11.2,0.579167,55,286
2019/9/6,0.45,0.007,19.633333,0.027059,30,10.55,0.616667,54,283.5
2019/9/7,0.416667,0.007,17.308333,0.025706,30,9.7,0.720833,52,255.5
2019/9/8,0.3,0.007,12.4875,0.021,30,9.5,0.479167,52,227.5
2019/9/9,0.416667,0.007,14.7875,0.030882,30,11.6,0.3875,56,233.5
2019/9/10,0.204167,0.0075,9.216667,0.028118,34,10.5,0.236842,54,230.5
2019/9/11,0.333333,0.0075,15.3875,0.027824,34,11.5,0.316667,55,239
2019/9/12,0.5125,0.0075,20.879167,0.023235,34,12.649999999999999,0.383333,58,241.5
2019/9/13,0.558333,0.0075,24.029167,0.029176,34,11.9,0.4375,64,261
2019/9/14,0.6,0.0075,22.091667,0.039706,34,13.7,0.6,108,280.5
2019/9/15,0.616667,0.0075,19.595833,0.029353,34,16.6,0.466667,65,250
2019/9/16,0.416667,0.005,17.845833,0.026882,28,13.3,0.433333,59,238.5
2019/9/17,0.383333,0.005,17.670833,0.025706,28,10,0.4375,53,241.5
2019/9/18,0.435,0.005,17.985714,0.021615,28,10,0.433333,53,238.5
2019/9/19,0.270833,0.005,12.545833,0.022647,28,8.1,0.308333,45,236
2019/9/20,0.383333,0.005,16.745833,0.024235,28,9.5,0.354167,52,230.5
2019/9/21,0.470833,0.005,18.55,0.033294,28,11.9,0.45,74,244.5
2019/9/22,0.541667,0.0135,20.2,0.038588,39,13.3,0.475,71,269
2019/9/23,0.4625,0.0135,17.629167,0.027176,39,13.3,0.2875,59,241.5
2019/9/24,0.544444,0.0135,24.090476,0.015917,39,13.55,0.366667,59,238.5
2019/9/25,0.379167,0.0135,16.6,0.035588,39,11.3,0.366667,55,253
2019/9/26,0.2,0.0135,10.1375,0.025118,39,9.4,0.229167,52,236
2019/9/27,0.2,0.0135,7.370833,0.023176,39,7.4,0.179167,41,228
2019/9/28,0.2,0.006,10.525,0.024294,25,4.6,0.2125,26,200
2019/9/29,0.254167,0.006,9.179167,0.023824,25,7.2,0.25,40,200
2019/9/30,0.445833,0.006,18.433333,0.019941,25,8.5,0.341667,47,191.5
2019/10/1,0.475,0.006,18.3375,0.027118,25,9.5,0.341667,52,197
2019/10/2,0.491667,0.006,23.179167,0.031118,25,10.2,0.483333,53,214
2019/10/3,0.595833,0.006,26.4375,0.032412,25,12,0.804167,56,205.5
2019/10/4,0.594118,0.009,23.75,0.017636,36,10.9,0.766667,54,205.5
2019/10/5,0.579167,0.009,25.320833,0.037824,36,13.2,0.708333,84,219.5
2019/10/6,0.595833,0.009,24.933333,0.044647,36,14.55,0.725,133,230.5
2019/10/7,0.583333,0.009,28.991667,0.028412,36,13,0.6875,58,225
2019/10/8,0.575,0.009,25.458333,0.029941,36,12.8,0.879167,58,214
2019/10/9,0.275,0.009,13.691667,0.037647,36,13.2,0.579167,59,208.5
2019/10/10,0.255556,0.010499999999999999,20.27619,0.016091,43,12.5,0.585714,57,233
2019/10/11,0.566667,0.010499999999999999,29.833333,0.023118,43,10.4,0.725,53,228
2019/10/12,0.620833,0.010499999999999999,25.558333,0.035647,43,19.6,0.770833,80,228
2019/10/13,0.616667,0.010499999999999999,22.054167,0.029294,43,16,0.6875,64,197.5
2019/10/14,0.379167,0.010499999999999999,17.941667,0.029471,43,13.7,0.5125,60,205.5
2019/10/15,0.5875,0.010499999999999999,29.183333,0.021941,43,15.1,0.65,62,219.5
2019/10/16,0.6,0.0075,33.1125,0.023706,36,12.4,0.733333,57,258.5
2019/10/17,0.379167,0.0075,20.033333,0.031941,36,13.8,0.616667,60,219.5
2019/10/18,0.3875,0.0075,21.283333,0.018176,36,10.649999999999999,0.545833,54,208.5
2019/10/19,0.604167,0.0075,23.366667,0.024412,36,11.2,0.704167,55,211.5
2019/10/20,0.470833,0.0075,22.320833,0.022412,36,9.6,0.641667,52,239
2019/10/21,0.45,0.0075,27.004167,0.021588,36,7,0.558333,46,263.5
2019/10/22,0.65,0.0195,33.629167,0.021765,48,8.7,0.670833,48,269.5
2019/10/23,0.775,0.0195,41.9,0.022412,48,12.4,0.9125,66,258.5
2019/10/24,0.908333,0.0195,42.1875,0.018882,48,12.45,0.933333,57,269.5
2019/10/25,0.9375,0.0195,37.578947,0.006,48,9.3,0.852632,51,258.5
2019/10/26,0.595833,0.0195,26.1625,0.032,48,8.5,0.858333,47,247.5
2019/10/27,0.279167,0.0195,10.025,0.024529,48,12.1,0.408333,57,200
2019/10/28,0.508333,0.010499999999999999,27.0125,0.021882,57,14.9,0.658333,62,194.5
2019/10/29,0.575,0.010499999999999999,28.141667,0.017765,57,12.8,0.720833,58,175
2019/10/30,0.45,0.010499999999999999,23.879167,0.020824,57,9.8,0.445833,52,189
2019/10/31,0.520833,0.010499999999999999,29.35,0.017647,57,8.9,0.5875,49,189
2019/11/1,0.520833,0.010499999999999999,31.233333,0.015765,57,9.2,0.6375,51,214
2019/11/2,0.741667,0.010499999999999999,34.829167,0.017471,57,18.7,0.733333,69,214
2019/11/3,0.779167,0.011,33.358333,0.023353,43,18.8,0.670833,69,191.5
2019/11/4,0.808333,0.011,36.075,0.025235,43,17.3,0.658333,66,197.5
2019/11/5,0.854167,0.011,34.408333,0.023353,43,17,0.575,68,192
2019/11/6,0.816667,0.011,31.158333,0.020294,43,26.5,0.633333,83,178
2019/11/7,0.65,0.011,29.691667,0.020235,43,43.5,0.404167,121,197.5
2019/11/8,0.958333,0.011,40.029167,0.015,43,15.6,0.625,63,211
2019/11/9,0.733333,0.007,29.620833,0.016824,54,9.1,0.5375,51,239
2019/11/10,0.670833,0.007,21.433333,0.028941,54,22.4,0.458333,76,194.5
2019/11/11,0.416667,0.007,17.583333,0.026,54,31.45,0.291667,93,197.5
2019/11/12,0.720833,0.007,25.6875,0.024118,54,27,0.3625,84,200
2019/11/13,0.593333,0.007,24.1,0.0109,54,32.1,0.31,94,189
2019/11/14,0.5375,0.007,23.391667,0.016,54,28.5,0.275,87,180.5
2019/11/15,0.575,0.0085,24.421053,0.006364,26,24,0.295833,79,183
2019/11/16,0.9,0.0085,29.058333,0.016176,26,16.2,0.441667,64,192
2019/11/17,0.775,0.0085,28.329167,0.018588,26,8.75,0.420833,49,230.5
2019/11/18,0.5875,0.0085,33.508333,0.018059,26,6.9,0.45,46,252.5
2019/11/19,0.723529,0.0085,33.355,0.027273,26,12.3,0.658333,57,214
2019/11/20,0.220833,0.0085,12.35,0.020882,26,5.9,0.216667,33,144.5
2019/11/21,0.320833,0.007,18.695833,0.014294,22,7.4,0.3,41,161
2019/11/22,0.533333,0.007,24.654167,0.012118,22,11.2,0.375,55,172
2019/11/23,0.5875,0.007,27.670833,0.015059,22,9.2,0.445833,51,186
2019/11/24,0.6625,0.007,24.495833,0.018235,22,9.7,0.420833,52,183.5
2019/11/25,0.6375,0.007,26.391667,0.019412,22,13.7,0.458333,60,161.5
2019/11/26,0.441667,0.007,23.4,0.017412,22,11.8,0.420833,56,161
2019/11/27,0.422222,0.002,22.914286,0.020818,11,6.4,0.270833,36,125
2019/11/28,0.220833,0.002,6.341667,0.027529,11,2.2,0.179167,32,97
2019/11/29,0.320833,0.002,16.3,0.015294,11,5.55,0.2375,31,108.5
2019/11/30,0.441667,0.002,15.45,0.016,11,6.2,0.258333,34,122
2019/12/1,0.354167,0.002,17.008333,0.010176,11,5.6,0.2875,31,147
2019/12/2,0.520833,0.002,27.891667,0.007353,11,9.2,0.4125,51,161.5
2019/12/3,0.908333,0.0055,36.491667,0.001765,19,14,0.645833,60,164
2019/12/4,0.588235,0.0055,24.665,0.0046,19,8,0.254167,44,158.5
2019/12/5,0.508333,0.0055,20.633333,0.009059,19,8,0.3625,45,161.5
2019/12/6,0.625,0.0055,29.083333,0.004706,19,9.8,0.395833,52,169.5
2019/12/7,0.35,0.0055,15.091667,0.010235,19,5.9,0.254167,33,183.5
2019/12/8,0.291667,0.0055,14.066667,0.014235,19,9,0.2375,50,164
2019/12/9,0.575,0.010499999999999999,24.395833,0.006059,27,10.7,0.425,54,164
2019/12/10,0.745833,0.010499999999999999,26.491667,0.005647,27,12.5,0.458333,57,156
2019/12/11,0.8,0.010499999999999999,27.441667,0.008235,27,11.85,0.504167,56,153
2019/12/12,1.025,0.010499999999999999,37.9875,0.003882,27,26.5,0.720833,83,175
2019/12/13,1.108333,0.010499999999999999,33.920833,0.008059,27,33.4,0.572222,96,169.5
2019/12/14,0.525,0.010499999999999999,22.926667,0.005667,27,29.8,0.2875,90,166.5
2019/12/15,0.354167,0.007,11.020833,0.025353,23,4,0.245833,34,147.5
2019/12/16,0.495833,0.007,29.166667,0.009588,23,5.9,0.441667,43,150
2019/12/17,0.629167,0.007,28.116667,0.016412,23,5.9,0.545833,40,139
2019/12/18,0.520833,0.007,34.625,0.007824,23,7,0.61,41,130.5
2019/12/19,0.816667,0.007,37.469565,0.006529,23,14.7,0.8625,61,139
2019/12/20,0.620833,0.007,31.645833,0.010059,23,7.2,0.629167,40,175
2019/12/21,0.608333,0.002,32.616667,0.007353,7,10.4,0.6875,53,175
2019/12/22,0.633333,0.002,19.966667,0.029353,7,8.7,0.628571,48,164
2019/12/23,0.2,0.002,11.883333,0.012176,7,4.449999999999999,0.3625,29,131
2019/12/24,0.45,0.002,16.525,0.018235,7,8.3,0.41,46,133.5
2019/12/25,0.254167,0.002,8.175,0.027353,7,5.7,0.466667,32,133.5
2019/12/26,0.275,0.002,14.231579,0.0021,7,4.3,0.391667,32,108
2019/12/27,0.554167,0.006,26.26087,0.008,25,7.4,0.55,41,128
2019/12/28,0.566667,0.006,21.870833,0.012,25,11,0.541667,55,122.5
2019/12/29,0.620833,0.006,20.933333,0.014176,25,14.899999999999999,0.554167,62,127.5
2019/12/30,0.529167,0.006,25.05,0.009235,25,10.2,0.658333,53,155.5
2019/12/31,0.75,0.006,30.4125,0.0125,25,10.7,0.783333,54,166.5
2020/1/1,0.505263,0.006,21.458333,0.016471,25,17.4,0.754167,66,152.5
2020/1/2,0.658333,0.018000000000000002,26.3625,0.008765,37,17.3,0.716667,66,155.5
2020/1/3,0.766667,0.018000000000000002,35.045833,0.006,37,12.4,0.75,57,175
2020/1/4,0.954167,0.018000000000000002,31.683333,0.010471,37,20.4,0.75,72,155.5
2020/1/5,0.795833,0.018000000000000002,27.2625,0.010588,37,15.2,0.604167,62,153
2020/1/6,0.729167,0.018000000000000002,31.808333,0.011882,37,7.5,0.708333,44,175
2020/1/7,0.520833,0.018000000000000002,30.125,0.008882,37,6.4,0.645833,40,197
2020/1/8,0.620833,0.0085,25.679167,0.010059,27,14,0.645833,60,153
2020/1/10,0.666667,0.0085,27.4125,0.007647,27,12.2,0.472222,57,138.5
2020/1/11,0.770833,0.0085,23.183333,0.010941,27,16.7,0.158333,65,130.5
2020/1/12,0.5625,0.0085,18.5875,0.016529,27,17.5,0.041667,67,138.5
2020/1/13,0.616667,0.0085,23.279167,0.016235,27,20.9,0.0625,73,138.5
2020/1/14,0.670833,0.007,26.075,0.013059,35,20.1,0.1,71,136
2020/2/16,0.65,0.007,21.225,0.024471,37,17.4,0.327273,66,164
2020/2/17,0.691667,0.007,26.729167,0.021,37,21.4,0.3125,74,158.5
2020/2/18,0.591667,0.007,21.175,0.028706,37,23.3,0.1875,77,177.5
2020/2/19,0.404167,0.01,17.741667,0.021118,30,27.3,0.216667,85,175
2020/2/20,0.65,0.01,29.066667,0.019235,30,15.6,0.270833,63,191.5
2020/2/21,0.570833,0.01,25.0125,0.033176,30,11.100000000000001,0.320833,55,205.5
2020/2/22,0.208333,0.01,7.283333,0.025824,30,5.6,0.116667,31,169.5
2020/2/23,0.316667,0.01,11.383333,0.020059,30,9.2,0.141667,51,158.5
2020/2/24,0.541667,0.01,19.379167,0.016529,30,13.9,0.229167,60,164
2020/2/25,0.7125,0.014,27.029167,0.016824,31,9.8,0.4125,52,197
2020/2/26,0.720833,0.014,28.216667,0.015824,31,8,0.4125,44,194.5
2020/2/27,0.7,0.014,31.491667,0.012647,31,7.7,0.429167,47,219.5
2020/2/28,0.558333,0.014,26.216667,0.017412,31,5.6,0.366667,40,244.5
2020/2/29,0.416667,0.014,16.275,0.031941,31,8.3,0.233333,46,192
2020/3/1,0.208333,0.014,6.4875,0.029059,31,6.9,0.1375,38,147
2020/3/2,0.354167,0.0075,11.5375,0.029765,33,4.4,0.083333,36,166.5
2020/3/3,0.379167,0.0075,23.220833,0.015235,33,6.6,0.316667,38,205.5
2020/3/4,0.529167,0.0075,19.104167,0.019588,33,14.8,0.220833,63,191.5
2020/3/5,0.4625,0.0075,19.083333,0.021353,33,15.1,0.183333,62,191.5
2020/3/6,0.495833,0.0075,18.425,0.026588,33,19.9,0.233333,71,180.5
2020/3/7,0.2,0.0075,6.25,0.027765,33,3.3,0.108333,29,166.5
2020/3/8,0.241667,0.002,8.308333,0.018882,8,2.5,0.066667,29,152.5
2020/3/9,0.35,0.002,14.3125,0.022471,8,3.4,0.095833,29,178
2020/3/10,0.2,0.002,10.358333,0.014412,8,3.75,0.0125,22,172
2020/3/11,0.233333,0.002,11.278261,0.021083,8,3.8,0.041667,26,192
2020/3/14,0.2875,0.005,13.2375,0.0215,17,6.1,0.004167,34,150
2020/3/15,0.2375,0.005,6.0875,0.026,17,4.3,0.0125,33,152.5
2020/3/16,0.316667,0.005,12.608333,0.023235,17,5.9,0.029167,33,147
2020/3/17,0.320833,0.005,15.516667,0.018412,17,3.9,0.05,30,127.5
2020/3/18,0.3875,0.005,14.204167,0.025059,17,4.5,0.058333,32,136
2020/3/19,0.295833,0.005,12.595833,0.025529,17,4.6,0.05,29,142
2020/3/20,0.2,0.0015,9.183333,0.026941,7,3.7,0.020833,30,155.5
2020/3/23,0.2,0.0015,5.254167,0.024529,7,2.6,0,34,161
2020/3/24,0.291667,0.0015,9.025,0.030118,7,3.7,0.038095,32,150
2020/3/25,0.229167,0.0015,6.05,0.031824,7,2.4,0.005,33,155.5
2020/3/26,0.25,0.0015,8.786364,0.025412,7,2.8,0.015,32,136
2020/3/27,0.308333,0.0015,11.429167,0.027235,7,5.3,0.042857,35,147
2020/3/28,0.225,0.0015,7.275,0.028706,7,6.75,0.045833,38,161
2020/3/29,0.3,0.0015,7.920833,0.027353,7,8.3,0.029167,46,164
2020/3/30,0.3,0.0015,10.433333,0.022706,7,6.9,0.054167,38,180.5
2020/3/31,0.426667,0.0015,18.747059,0.020091,7,9.2,0.120833,51,194.5
2020/4/1,0.304167,0.0015,15.404167,0.031294,7,10.2,0.116667,53,197.5
2020/4/2,0.208333,0.0015,7.454167,0.025353,7,9.7,0.025,52,189
2020/4/3,0.291667,0.0015,12.166667,0.029588,7,10.55,0.095833,54,178
2020/4/4,0.2375,0.0015,7.708333,0.033412,7,10.5,0.020833,54,175
2020/4/5,0.158333,0.0015,3.583333,0.023412,7,3.2,0,26,161
2020/4/6,0.175,0.0015,5.5875,0.028294,7,1.7,0,31,155.5
2020/4/7,0.233333,0.0015,10.8875,0.025176,7,3.2,0.004167,28,155.5
2020/4/8,0.2375,0.0015,9.191667,0.030353,7,2.5,0,32,144.5
2020/4/9,0.2,0.0015,7.658333,0.025294,7,1.75,0,25,125
2020/4/10,0.225,0.0015,10.691667,0.017176,7,2.5,0.004167,30,150
2020/4/11,0.329167,0.0015,8.795833,0.030059,7,6.1,0.045833,35,172.5
2020/4/12,0.2,0.0015,5.570833,0.025353,7,5.5,0.004167,31,158
2020/4/13,0.233333,0.0015,7.779167,0.021294,7,4.2,0,31,163.5
2020/4/14,0.354167,0.0015,14.029167,0.019235,7,8.1,0.033333,45,175
2020/4/15,0.3625,0.0015,15.829167,0.030588,7,7.3,0.108333,44,208
2020/4/16,0.316667,0.0015,12.2,0.029765,7,10.2,0.108333,53,200
2020/4/17,0.2,0.0015,7.791667,0.027294,7,5.5,0.016667,31,183.5
2020/4/18,0.2,0.0015,4.366667,0.030882,7,5,0.004167,31,181
2020/4/19,0.2,0.0015,2.729167,0.029,7,5.3,0,33,180.5
2020/4/20,0.2375,0.0015,7.679167,0.028882,7,7.7,0.016667,43,178
2020/4/21,0.245833,0.0015,10.725,0.021412,7,9,0.220833,51,188.5
2020/4/22,0.35,0.0015,12.895833,0.03,7,9.5,0.173913,52,211
2020/4/23,0.383333,0.0015,21.4875,0.023412,7,14,0.316667,60,258
2020/4/24,0.4,0.0015,15.85,0.031077,7,11.8,0.25,58,264
2020/4/25,0.308333,0.0015,14.116667,0.046471,7,12.2,0.279167,119,272.5
2020/4/26,0.416667,0.0015,14.991667,0.036176,7,15.2,0.25,80,244.5
2020/4/27,0.3375,0.0015,16.041667,0.030353,7,12.3,0.245833,57,222
2020/4/28,0.413333,0.0015,17.561111,0.022455,7,14.4,0.2375,61,236
2020/4/29,0.3375,0.0015,13.895833,0.031588,7,18.7,0.0875,69,219.5
2020/4/30,0.26875,0.0015,10.942105,0.02475,7,15.5,0.054167,63,211
2020/5/1,0.279167,0.0015,11.045833,0.030647,7,10.8,0.170833,54,214
2020/5/2,0.275,0.0015,9.370833,0.025941,7,10.4,0.183333,53,216.5
2020/5/3,0.241667,0.0015,6.854167,0.024294,7,9.2,0.191667,52,205.5
2020/5/4,0.3375,0.0015,15.291667,0.027235,7,14,0.275,60,219.5
2020/5/5,0.45,0.0015,18.8375,0.031765,7,13.5,0.3625,61,247.5
2020/5/6,0.466667,0.0015,23.45,0.033176,7,12.3,0.416667,77,258
2020/5/7,0.479167,0.0015,22.645833,0.041529,7,15.2,0.425,112,275
2020/5/8,0.458333,0.0015,19.9625,0.033471,7,19.6,0.326087,71,250
2020/5/9,0.275,0.0015,8.466667,0.045333,7,18.049999999999997,0.175,68,219.5
2020/5/12,0.252632,0.0015,8.67619,0.023286,7,5.2,0.159091,29,192
2020/5/13,0.25,0.0055,9.725,0.026529,21,6.7,0.220833,37,194.5
2020/5/14,0.26875,0.0055,10.978947,0.016667,21,8.7,0.225,48,208.5
2020/5/15,0.254167,0.0055,9.816667,0.030333,21,9.7,0.225,52,225
2020/5/19,0.2,0.0055,6.582609,0.023867,21,5.5,0.009524,32,183.5
2020/5/28,0.25,0.0055,6.75,0.024176,21,9.5,0.0625,52,203
2020/5/29,0.227778,0.0055,9.480952,0.019636,21,5,0.033333,28,200
2020/5/30,0.2,0.0055,4.033333,0.017882,21,4.4,0.008333,29,200
2020/5/31,0.241667,0.0055,8.270833,0.025529,21,7.5,0.125,42,194.5
2020/6/1,0.304167,0.0055,13.495833,0.026,21,9.8,0.1625,52,216.5
2020/6/2,0.2875,0.0055,16.668421,0.028,21,12.399999999999999,0.804167,58,225
2020/6/3,0.320833,0.0055,15.925,0.035706,21,12.9,0.375,58,253
2020/6/4,0.2,0.0055,9.754167,0.040471,21,12.6,0.079167,58,219.5
2020/6/5,0.2,0.0055,5.168421,0.026364,21,6,0.029167,33,203
2020/6/6,0.166667,0.0055,3.816667,0.028824,21,6.8,0.075,38,200
2020/6/7,0.229167,0.0055,5.3125,0.039176,21,7.7,0.133333,43,208.5
2020/6/8,0.195833,0.0055,8.0625,0.036235,21,4.5,0.129167,54,247
2020/6/9,0.288889,0.0055,13.6,0.032417,21,3.7,0.129167,47,278
2020/6/10,0.358333,0.0055,20.740909,0.05,21,9,0.416667,140,280.5
2020/6/11,0.395833,0.0055,19.783333,0.036706,21,11,0.328571,77,250
2020/6/12,0.225,0.0055,10.2875,0.033353,21,9.2,0.116667,51,214
2020/6/13,0.2375,0.0055,8.916667,0.027941,21,8.4,0.170833,47,208.5
2020/6/14,0.2375,0.0055,6.545833,0.032529,21,9.6,0.145833,52,214
2020/6/15,0.258333,0.0055,10.379167,0.030647,21,10.2,0.158333,53,217
2020/6/16,0.2,0.0055,6.95,0.035706,21,8.7,0.033333,48,211
2020/6/17,0.2,0.0055,7.645833,0.030353,21,8.3,0.091667,46,208.5
2020/6/18,0.225,0.0055,8.254167,0.033941,21,8.7,0.052381,48,200
2020/6/19,0.225,0.0055,7.6375,0.037235,21,10.2,0.045833,53,208
2020/6/20,0.175,0.0055,3.0375,0.039882,21,7.95,0,44,200
2020/6/21,0.2,0.0055,3.954167,0.040882,21,8.3,0.016667,48,211
2020/6/22,0.25,0.0055,8.570833,0.039176,21,10.6,0.041667,64,222.5
2020/6/23,0.245833,0.0055,10.429167,0.038706,21,11,0.05,55,214
2020/6/24,0.2375,0.0055,9.483333,0.036647,21,10.4,0.041667,53,214
2020/6/25,0.245833,0.0055,10.095833,0.034176,21,8.4,0.043478,47,217
2020/6/26,0.233333,0.0055,8.5,0.032059,21,6.95,0.0375,42,205.5
2020/6/27,0.229167,0.0055,8.808333,0.035059,21,9.9,0.083333,52,208.5
2020/6/28,0.15,0.0055,4.095833,0.025118,21,3.5,0.025,27,200
2020/6/29,0.1625,0.0055,6.145833,0.026706,21,5.5,0.079167,33,202.5
2020/6/30,0.241667,0.0055,7.508333,0.029,21,9,0.070833,50,200
2020/7/1,0.2,0.0055,9.141667,0.032588,21,11,0.06087,55,208
2020/7/2,0.2,0.0055,6.658333,0.033647,21,9,0.0625,51,219.5
2020/7/3,0.2875,0.0055,11.1625,0.033294,21,10.8,0.15,54,216.5
2020/7/4,0.320833,0.0055,13.366667,0.027176,21,90.2,0.804167,175,236
2020/7/5,0.375,0.0055,12.758333,0.031529,21,175,0.895833,250,253
2020/7/6,0.433333,0.006,18.429167,0.037882,34,18.5,0.479167,77,244.5
